index,dataset,polarity,truthfulness,fold,txt_path
370,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_intercontinental_19.txt
371,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_intercontinental_2.txt
372,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_intercontinental_20.txt
373,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_intercontinental_3.txt
374,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_intercontinental_4.txt
375,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_intercontinental_5.txt
376,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_intercontinental_6.txt
377,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_intercontinental_7.txt
378,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_intercontinental_8.txt
379,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_intercontinental_9.txt
380,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_palmer_1.txt
381,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_palmer_10.txt
382,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_palmer_11.txt
383,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_palmer_12.txt
384,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_palmer_13.txt
385,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_palmer_14.txt
386,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_palmer_15.txt
387,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_palmer_16.txt
388,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_palmer_17.txt
389,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_palmer_18.txt
390,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_palmer_19.txt
391,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_palmer_2.txt
392,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_palmer_20.txt
393,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_palmer_3.txt
394,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_palmer_4.txt
395,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_palmer_5.txt
396,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_palmer_6.txt
397,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_palmer_7.txt
398,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_palmer_8.txt
399,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold5,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold5/d_palmer_9.txt
400,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_hilton_1.txt
401,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_hilton_10.txt
402,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_hilton_11.txt
403,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_hilton_12.txt
404,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_hilton_13.txt
405,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_hilton_14.txt
406,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_hilton_15.txt
407,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_hilton_16.txt
408,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_hilton_17.txt
409,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_hilton_18.txt
410,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_hilton_19.txt
411,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_hilton_2.txt
412,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_hilton_20.txt
413,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_hilton_3.txt
414,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_hilton_4.txt
415,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_hilton_5.txt
416,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_hilton_6.txt
417,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_hilton_7.txt
418,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_hilton_8.txt
419,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_hilton_9.txt
420,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_james_1.txt
421,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_james_10.txt
422,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_james_11.txt
423,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_james_12.txt
424,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_james_13.txt
425,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_james_14.txt
426,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_james_15.txt
427,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_james_16.txt
428,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_james_17.txt
429,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_james_18.txt
430,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_james_19.txt
431,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_james_2.txt
432,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_james_20.txt
433,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_james_3.txt
434,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_james_4.txt
435,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_james_5.txt
436,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_james_6.txt
437,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_james_7.txt
438,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_james_8.txt
439,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_james_9.txt
440,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_monaco_1.txt
441,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_monaco_10.txt
442,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_monaco_11.txt
443,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_monaco_12.txt
444,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_monaco_13.txt
445,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_monaco_14.txt
446,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_monaco_15.txt
447,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_monaco_16.txt
448,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_monaco_17.txt
449,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_monaco_18.txt
450,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_monaco_19.txt
451,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_monaco_2.txt
452,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_monaco_20.txt
453,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_monaco_3.txt
454,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_monaco_4.txt
455,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_monaco_5.txt
456,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_monaco_6.txt
457,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_monaco_7.txt
458,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_monaco_8.txt
459,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_monaco_9.txt
460,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_sofitel_1.txt
461,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_sofitel_10.txt
462,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_sofitel_11.txt
463,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_sofitel_12.txt
464,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_sofitel_13.txt
465,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_sofitel_14.txt
466,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_sofitel_15.txt
467,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_sofitel_16.txt
468,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_sofitel_17.txt
469,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_sofitel_18.txt
470,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_sofitel_19.txt
471,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_sofitel_2.txt
472,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_sofitel_20.txt
473,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_sofitel_3.txt
474,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_sofitel_4.txt
475,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_sofitel_5.txt
476,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_sofitel_6.txt
477,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_sofitel_7.txt
478,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_sofitel_8.txt
479,op_spam_v1.4,negative_polarity,truthful_from_Web,fold1,op_spam_v1.4/negative_polarity/truthful_from_Web/fold1/t_sofitel_9.txt
480,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_affinia_1.txt
481,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_affinia_10.txt
482,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_affinia_11.txt
483,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_affinia_12.txt
484,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_affinia_13.txt
485,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_affinia_14.txt
486,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_affinia_15.txt
487,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_affinia_16.txt
488,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_affinia_17.txt
489,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_affinia_18.txt
490,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_affinia_19.txt
491,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_affinia_2.txt
492,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_affinia_20.txt
493,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_affinia_3.txt
494,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_affinia_4.txt
495,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_affinia_5.txt
496,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_affinia_6.txt
497,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_affinia_7.txt
498,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_affinia_8.txt
499,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_affinia_9.txt
500,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_ambassador_1.txt
501,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_ambassador_10.txt
502,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_ambassador_11.txt
503,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_ambassador_12.txt
504,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_ambassador_13.txt
505,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_ambassador_14.txt
506,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_ambassador_15.txt
507,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_ambassador_16.txt
508,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_ambassador_17.txt
509,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_ambassador_18.txt
510,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_ambassador_19.txt
511,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_ambassador_2.txt
512,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_ambassador_20.txt
513,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_ambassador_3.txt
514,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_ambassador_4.txt
515,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_ambassador_5.txt
516,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_ambassador_6.txt
517,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_ambassador_7.txt
518,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_ambassador_8.txt
519,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_ambassador_9.txt
520,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_hardrock_1.txt
521,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_hardrock_10.txt
522,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_hardrock_11.txt
523,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_hardrock_12.txt
524,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_hardrock_13.txt
525,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_hardrock_14.txt
526,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_hardrock_15.txt
527,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_hardrock_16.txt
528,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_hardrock_17.txt
529,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_hardrock_18.txt
530,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_hardrock_19.txt
531,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_hardrock_2.txt
532,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_hardrock_20.txt
533,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_hardrock_3.txt
534,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_hardrock_4.txt
535,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_hardrock_5.txt
536,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_hardrock_6.txt
537,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_hardrock_7.txt
538,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_hardrock_8.txt
539,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_hardrock_9.txt
540,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_talbott_1.txt
541,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_talbott_10.txt
542,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_talbott_11.txt
543,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_talbott_12.txt
544,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_talbott_13.txt
545,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_talbott_14.txt
546,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_talbott_15.txt
547,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_talbott_16.txt
548,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_talbott_17.txt
549,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_talbott_18.txt
550,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_talbott_19.txt
551,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_talbott_2.txt
552,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_talbott_20.txt
553,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_talbott_3.txt
554,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_talbott_4.txt
555,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_talbott_5.txt
556,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_talbott_6.txt
557,op_spam_v1.4,negative_polarity,truthful_from_Web,fold2,op_spam_v1.4/negative_polarity/truthful_from_Web/fold2/t_talbott_7.txt
